62	1	0.11558728927618227
62	2	0.12465497182745165
63	3	0.1322486889126096
63	62	0.021519817143917985
64	16	0.04764645462917051
64	33	0.033780194092229224
65	9	0.08126592241876565
65	59	0.07620379494328011
66	30	0.03437232350422124
66	60	0.026192952404257903
67	10	0.06140957579382881
67	57	0.054337395942375764
68	25	0.022691345641077745
68	29	0.020377295004951865
69	23	0.021978368619939966
69	68	0.0005653729682161615
70	35	0.04867488718232917
70	66	0.013572757501385493
71	28	0.03803793741588157
71	69	0.0109189939434724
72	50	0.08249057530145303
72	65	0.025517500068668098
73	27	0.06864677966576942
73	40	0.09420651777703005
74	17	0.03525367973425733
74	18	0.03136812376506973
75	5	0.08910931373983264
75	73	0.005103337673357133
76	34	0.04198164348736353
76	46	0.03877205772394198
77	67	0.030284310764101298
77	72	0.01774731776887313
78	13	0.08027246549187768
78	51	0.0825808319509218
79	37	0.04596321620842146
79	76	0.011237322149586615
80	77	0.00656803437776974
80	78	0.004619717977546531
81	14	0.06021040124495288
81	44	0.046788252860026934
82	31	0.08054502277668496
82	32	0.06481163940366497
83	22	0.08932990808953746
83	70	0.03129593309485018
84	55	0.043157021843512416
84	81	0.006977567658506413
85	7	0.07728323145655748
85	8	0.07278406329445193
86	20	0.08460572486060372
86	54	0.050656724668333014
87	21	0.05151937383718627
87	71	0.025448997629839293
88	52	0.06054010410294059
88	64	0.045449128736897916
89	85	0.004848803678078734
89	88	0.004151869269431358
90	4	0.07086037221052402
90	89	0.0013553074664611892
91	75	0.025745017734970836
91	80	0.0042326908787573
92	11	0.07220607132083352
92	90	0.005729662191952464
93	26	0.08221338144106902
93	49	0.07592928343107094
94	86	0.01470568477082398
94	87	0.013284725727157184
95	15	0.07263424979293924
95	48	0.10367799785174449
96	92	0.010072631014468378
96	94	0.00561348628869447
97	56	0.07812361034805758
97	96	0.003750903342218337
98	39	0.12042886003057524
98	93	0.014160641988267303
99	63	0.1885807434552509
99	91	0.013850279424964446
100	45	0.07042584709270655
100	95	0.007636064078222121
101	24	0.08674605563383243
101	84	0.01655138716562922
102	83	0.010787134831895938
102	101	0.0033868220994634005
103	97	0.010689063547829501
103	98	0.01164832499523913
104	99	0.0120725313847596
104	103	0.003887751240051137
105	41	0.06484544838742325
105	100	0.007496408947704619
106	74	0.038576513387099026
106	105	0.002389166289886162
107	53	0.09547367693712747
107	61	0.05728540785425881
108	43	0.07019516893247231
108	107	0.0028196359127497655
109	38	0.05966478144978129
109	47	0.06483050791764805
110	58	0.09946363144079592
110	82	0.014264497765126033
111	36	0.1041857137975269
111	79	0.024851971263038355
112	19	0.09131794024319574
112	42	0.09576146756299538
113	6	0.06892828344496552
113	112	0.002404152625021014
114	102	0.01170759562276185
114	111	0.0038911173651250894
115	104	0.012047371879293542
115	114	0.0038721042665573156
116	12	0.09776246185097368
116	115	0.005365203816348418
117	106	0.012078645893574396
117	116	0.003367212226220771
118	108	0.013825770395654583
118	113	0.011493879671640176
119	109	0.009648611856822522
119	118	0.003768279125680835
120	110	0.007358130022462248
120	117	0.0075362450662564175
120	119	0.0004795403050542029
